OrderID,OrderDate,ShipDate,Status,Channel,CustomerID,ProductID,RepID,RegionID,Quantity,DiscountPct,UnitPrice,Revenue,COGS,Profit
O100435,2025-08-17,2025-08-22,Completed,Online,C0019,P0005,S002,R02,1,0.0,542.04,542.04,471.34,70.7
O100436,2025-08-17,2025-08-18,Completed,Partner,C0008,P0011,S005,R05,5,0.1,729.76,3648.82,3525.45,123.37
O100437,2025-08-17,2025-08-21,Completed,Partner,C0016,P0006,S004,R05,5,0.0,1192.89,5964.45,1861.75,4102.7
O100438,2025-08-17,2025-08-20,Completed,Inside Sales,C0005,P0015,S003,R05,10,0.0,829.59,8295.9,7213.8,1082.1
O100439,2025-08-17,2025-08-24,Completed,Online,C0011,P0009,S003,R02,2,0.0,1373.48,2746.96,867.18,1879.78
O100440,2025-08-17,2025-08-22,Completed,Partner,C0017,P0010,S002,R05,2,0.0,814.43,1628.86,778.84,850.02
O100441,2025-08-17,2025-08-19,Returned,Online,C0014,P0015,S001,R01,4,0.0,829.59,-3318.36,-2885.52,-432.84
O100442,2025-08-17,2025-08-19,Completed,Online,C0010,P0013,S004,R06,2,0.0,790.14,1580.28,1374.16,206.12
O100443,2025-08-17,2025-08-20,Completed,Online,C0006,P0015,S001,R05,3,0.1,746.63,2239.89,2164.14,75.75
O100444,2025-08-18,2025-08-19,Completed,Inside Sales,C0002,P0001,S001,R02,3,0.0,914.39,2743.17,1430.49,1312.68
O100445,2025-08-18,2025-08-21,Completed,Field Sales,C0005,P0014,S003,R05,5,0.1,664.65,3323.25,3210.85,112.4
O100446,2025-08-18,2025-08-20,Completed,Partner,C0010,P0005,S001,R06,4,0.0,542.04,2168.16,1885.36,282.8
O100447,2025-08-18,2025-08-19,Completed,Partner,C0018,P0010,S003,R03,5,0.0,814.43,4072.15,1947.1,2125.05
O100448,2025-08-18,2025-08-20,Completed,Online,C0019,P0005,S003,R02,2,0.05,514.94,1029.88,942.68,87.2
O100449,2025-08-18,2025-08-20,Completed,Inside Sales,C0016,P0007,S005,R05,1,0.1,81.57,81.57,78.81,2.76
O100450,2025-08-18,2025-08-21,Completed,Partner,C0014,P0001,S001,R01,4,0.0,914.39,3657.56,1907.32,1750.24
O100451,2025-08-18,2025-08-19,Completed,Online,C0012,P0015,S002,R06,5,0.05,788.11,3940.55,3606.9,333.65
O100452,2025-08-18,2025-08-25,Completed,Online,C0016,P0012,S001,R05,10,0.05,321.04,3210.43,2938.6,271.83
O100453,2025-08-18,2025-08-22,Completed,Field Sales,C0005,P0013,S003,R05,2,0.0,790.14,1580.28,1374.16,206.12
O100454,2025-08-18,2025-08-20,Completed,Field Sales,C0003,P0007,S002,R03,2,0.0,90.63,181.26,157.62,23.64
O100455,2025-08-19,2025-08-19,Completed,Field Sales,C0005,P0012,S005,R05,10,0.1,304.15,3041.46,2938.6,102.86
O100456,2025-08-19,2025-08-21,Canceled,Field Sales,C0017,P0004,S001,R05,0,0.05,702.33,0.0,0.0,0.0
O100457,2025-08-19,2025-08-22,Completed,Partner,C0007,P0013,S004,R06,4,0.0,790.14,3160.56,2748.32,412.24
O100458,2025-08-19,2025-08-23,Completed,Online,C0003,P0001,S003,R03,1,0.1,822.95,822.95,476.83,346.12
O100459,2025-08-19,2025-08-20,Completed,Partner,C0005,P0008,S005,R05,2,0.1,1171.36,2342.72,415.76,1926.96
O100460,2025-08-19,2025-08-22,Completed,Online,C0009,P0014,S001,R03,2,0.05,701.57,1403.15,1284.34,118.81
O100461,2025-08-19,2025-08-20,Completed,Online,C0010,P0010,S001,R06,1,0.0,814.43,814.43,389.42,425.01
O100462,2025-08-19,2025-08-21,Completed,Partner,C0017,P0009,S001,R05,1,0.0,1373.48,1373.48,433.59,939.89
O100463,2025-08-19,2025-08-22,Completed,Inside Sales,C0013,P0005,S005,R02,2,0.05,514.94,1029.88,942.68,87.2
O100464,2025-08-19,2025-08-22,Completed,Partner,C0014,P0005,S003,R01,1,0.0,542.04,542.04,471.34,70.7
O100465,2025-08-19,2025-08-20,Completed,Partner,C0020,P0004,S002,R02,3,0.05,702.33,2107.0,1928.61,178.39
O100466,2025-08-20,2025-08-23,Returned,Inside Sales,C0013,P0009,S004,R02,2,0.0,1373.48,-2746.96,-867.18,-1879.78
O100467,2025-08-20,2025-08-20,Completed,Partner,C0020,P0004,S002,R02,3,0.0,739.3,2217.9,1928.61,289.29
O100468,2025-08-20,2025-08-21,Completed,Online,C0001,P0003,S002,R01,1,0.0,794.21,794.21,377.97,416.24
O100469,2025-08-20,2025-08-21,Completed,Partner,C0012,P0012,S005,R06,4,0.1,304.15,1216.58,1175.44,41.14
O100470,2025-08-20,2025-08-22,Completed,Partner,C0019,P0006,S003,R02,10,0.15,1013.96,10139.57,3723.5,6416.07
O100471,2025-08-20,2025-08-23,Completed,Partner,C0007,P0013,S004,R06,1,0.05,750.63,750.63,687.08,63.55
O100472,2025-08-20,2025-08-27,Completed,Field Sales,C0012,P0009,S005,R06,1,0.05,1304.81,1304.81,433.59,871.22
O100473,2025-08-20,2025-08-22,Completed,Partner,C0004,P0005,S004,R04,2,0.0,542.04,1084.08,942.68,141.4
O100474,2025-08-20,2025-08-23,Completed,Field Sales,C0013,P0013,S005,R02,5,0.1,711.13,3555.63,3435.4,120.23
O100475,2025-08-20,2025-08-27,Completed,Field Sales,C0004,P0007,S005,R04,5,0.0,90.63,453.15,394.05,59.1
O100476,2025-08-20,2025-08-23,Completed,Field Sales,C0004,P0015,S004,R04,3,0.0,829.59,2488.77,2164.14,324.63
O100477,2025-08-21,2025-08-23,Completed,Partner,C0005,P0008,S001,R05,1,0.15,1106.28,1106.28,207.88,898.4
O100478,2025-08-21,2025-08-24,Returned,Field Sales,C0001,P0010,S004,R01,10,0.05,773.71,-7737.08,-3894.2,-3842.88
O100479,2025-08-21,2025-08-23,Completed,Field Sales,C0011,P0012,S001,R02,1,0.0,337.94,337.94,293.86,44.08
O100480,2025-08-21,2025-08-25,Completed,Field Sales,C0013,P0009,S002,R02,2,0.05,1304.81,2609.61,867.18,1742.43
O100481,2025-08-21,2025-08-25,Completed,Online,C0010,P0001,S004,R06,2,0.15,777.23,1554.46,953.66,600.8
O100482,2025-08-21,2025-08-21,Completed,Online,C0015,P0015,S004,R02,4,0.0,829.59,3318.36,2885.52,432.84
O100483,2025-08-21,2025-08-22,Completed,Inside Sales,C0009,P0003,S002,R03,4,0.0,794.21,3176.84,1511.88,1664.96
O100484,2025-08-22,2025-08-25,Returned,Online,C0012,P0007,S003,R06,10,0.2,72.5,-725.04,-788.1,63.06
O100485,2025-08-22,2025-08-24,Completed,Inside Sales,C0004,P0015,S005,R04,10,0.05,788.11,7881.1,7213.8,667.3
O100486,2025-08-22,2025-08-23,Completed,Partner,C0009,P0001,S005,R03,1,0.15,777.23,777.23,476.83,300.4
O100487,2025-08-22,2025-08-22,Completed,Partner,C0006,P0008,S004,R05,2,0.0,1301.51,2603.02,415.76,2187.26
O100488,2025-08-22,2025-08-23,Completed,Online,C0002,P0015,S004,R02,4,0.2,663.67,2654.69,2885.52,-230.83
O100489,2025-08-22,2025-08-29,Canceled,Field Sales,C0002,P0013,S003,R02,0,0.15,671.62,0.0,0.0,0.0
O100490,2025-08-22,2025-08-24,Completed,Partner,C0006,P0008,S003,R05,3,0.0,1301.51,3904.53,623.64,3280.89
O100491,2025-08-22,2025-08-23,Completed,Online,C0012,P0002,S001,R06,4,0.1,148.26,593.03,96.16,496.87
O100492,2025-08-22,2025-08-25,Completed,Field Sales,C0003,P0008,S001,R03,1,0.0,1301.51,1301.51,207.88,1093.63
O100493,2025-08-22,2025-08-23,Completed,Online,C0008,P0002,S005,R05,5,0.1,148.26,741.29,120.2,621.09
O100494,2025-08-22,2025-08-27,Completed,Inside Sales,C0013,P0005,S003,R02,1,0.1,487.84,487.84,471.34,16.5
O100495,2025-08-22,2025-08-26,Completed,Partner,C0005,P0007,S004,R05,2,0.1,81.57,163.13,157.62,5.51
O100496,2025-08-23,2025-08-26,Completed,Partner,C0010,P0003,S001,R06,2,0.0,794.21,1588.42,755.94,832.48
O100497,2025-08-23,2025-08-26,Completed,Field Sales,C0019,P0002,S004,R02,5,0.0,164.73,823.65,120.2,703.45
O100498,2025-08-23,2025-08-25,Completed,Inside Sales,C0010,P0003,S002,R06,2,0.0,794.21,1588.42,755.94,832.48
O100499,2025-08-23,2025-08-23,Completed,Online,C0020,P0002,S005,R02,10,0.05,156.49,1564.93,240.4,1324.53
O100500,2025-08-23,2025-08-28,Completed,Online,C0005,P0015,S001,R05,1,0.0,829.59,829.59,721.38,108.21
O100501,2025-08-23,2025-08-27,Completed,Partner,C0007,P0015,S002,R06,2,0.0,829.59,1659.18,1442.76,216.42
O100502,2025-08-24,2025-08-31,Completed,Inside Sales,C0009,P0015,S004,R03,1,0.2,663.67,663.67,721.38,-57.71
O100503,2025-08-24,2025-08-28,Completed,Inside Sales,C0017,P0015,S005,R05,2,0.05,788.11,1576.22,1442.76,133.46
O100504,2025-08-24,2025-08-27,Completed,Online,C0014,P0014,S002,R01,1,0.05,701.57,701.57,642.17,59.4
O100505,2025-08-24,2025-08-25,Completed,Online,C0003,P0011,S001,R03,2,0.1,729.76,1459.53,1410.18,49.35
O100506,2025-08-24,2025-08-28,Completed,Partner,C0019,P0012,S001,R02,1,0.05,321.04,321.04,293.86,27.18
O100507,2025-08-24,2025-08-24,Completed,Partner,C0013,P0015,S004,R02,10,0.0,829.59,8295.9,7213.8,1082.1
O100508,2025-08-24,2025-08-25,Completed,Online,C0005,P0008,S001,R05,2,0.15,1106.28,2212.57,415.76,1796.81
O100509,2025-08-24,2025-08-27,Completed,Inside Sales,C0012,P0013,S001,R06,5,0.05,750.63,3753.16,3435.4,317.76
O100510,2025-08-24,2025-08-27,Completed,Online,C0003,P0004,S002,R03,2,0.05,702.33,1404.67,1285.74,118.93
O100511,2025-08-24,2025-08-27,Returned,Field Sales,C0011,P0004,S004,R02,3,0.0,739.3,-2217.9,-1928.61,-289.29
O100512,2025-08-24,2025-08-26,Completed,Inside Sales,C0010,P0001,S005,R06,2,0.1,822.95,1645.9,953.66,692.24
O100513,2025-08-24,2025-08-28,Completed,Online,C0007,P0008,S005,R06,2,0.05,1236.43,2472.87,415.76,2057.11
O100514,2025-08-24,2025-08-26,Completed,Field Sales,C0016,P0011,S005,R05,3,0.0,810.85,2432.55,2115.27,317.28
O100515,2025-08-24,2025-08-27,Completed,Partner,C0008,P0014,S001,R05,5,0.1,664.65,3323.25,3210.85,112.4
O100516,2025-08-25,2025-08-26,Completed,Inside Sales,C0016,P0005,S001,R05,3,0.1,487.84,1463.51,1414.02,49.49
O100517,2025-08-25,2025-08-25,Completed,Partner,C0007,P0013,S002,R06,5,0.0,790.14,3950.7,3435.4,515.3
O100518,2025-08-25,2025-08-25,Completed,Partner,C0014,P0005,S001,R01,2,0.1,487.84,975.67,942.68,32.99
O100519,2025-08-25,2025-08-30,Completed,Field Sales,C0020,P0014,S001,R02,1,0.0,738.5,738.5,642.17,96.33
O100520,2025-08-25,2025-08-27,Completed,Partner,C0015,P0013,S005,R02,1,0.1,711.13,711.13,687.08,24.05
O100521,2025-08-25,2025-08-27,Canceled,Field Sales,C0002,P0001,S003,R02,0,0.0,914.39,0.0,0.0,0.0
O100522,2025-08-25,2025-08-30,Canceled,Inside Sales,C0010,P0012,S003,R06,0,0.15,287.25,0.0,0.0,0.0
O100523,2025-08-25,2025-08-28,Completed,Field Sales,C0013,P0007,S001,R02,1,0.05,86.1,86.1,78.81,7.29
O100524,2025-08-25,2025-08-29,Completed,Inside Sales,C0016,P0001,S001,R05,1,0.0,914.39,914.39,476.83,437.56
O100525,2025-08-26,2025-08-28,Completed,Inside Sales,C0016,P0007,S004,R05,1,0.0,90.63,90.63,78.81,11.82
O100526,2025-08-26,2025-09-02,Completed,Partner,C0011,P0002,S001,R02,1,0.2,131.78,131.78,24.04,107.74
O100527,2025-08-26,2025-08-28,Completed,Online,C0006,P0004,S004,R05,2,0.1,665.37,1330.74,1285.74,45.0
O100528,2025-08-26,2025-09-02,Completed,Field Sales,C0001,P0008,S004,R01,2,0.0,1301.51,2603.02,415.76,2187.26
O100529,2025-08-26,2025-08-30,Completed,Field Sales,C0017,P0015,S004,R05,2,0.1,746.63,1493.26,1442.76,50.5
O100530,2025-08-26,2025-08-26,Completed,Field Sales,C0009,P0004,S004,R03,2,0.0,739.3,1478.6,1285.74,192.86
O100531,2025-08-26,2025-08-27,Completed,Field Sales,C0011,P0009,S005,R02,10,0.0,1373.48,13734.8,4335.9,9398.9
O100532,2025-08-26,2025-08-31,Completed,Inside Sales,C0011,P0012,S001,R02,3,0.0,337.94,1013.82,881.58,132.24
O100533,2025-08-26,2025-08-28,Completed,Field Sales,C0014,P0002,S005,R01,1,0.05,156.49,156.49,24.04,132.45
O100534,2025-08-26,2025-08-26,Completed,Inside Sales,C0012,P0006,S001,R06,2,0.0,1192.89,2385.78,744.7,1641.08
O100535,2025-08-26,2025-08-29,Returned,Inside Sales,C0003,P0004,S002,R03,1,0.0,739.3,-739.3,-642.87,-96.43
O100536,2025-08-26,2025-08-27,Canceled,Inside Sales,C0015,P0015,S002,R02,0,0.0,829.59,0.0,0.0,0.0
O100537,2025-08-27,2025-08-29,Completed,Inside Sales,C0008,P0001,S001,R05,1,0.0,914.39,914.39,476.83,437.56
O100538,2025-08-27,2025-09-01,Completed,Online,C0002,P0012,S005,R02,1,0.05,321.04,321.04,293.86,27.18
O100539,2025-08-27,2025-08-30,Completed,Online,C0007,P0008,S003,R06,4,0.1,1171.36,4685.44,831.52,3853.92
O100540,2025-08-27,2025-08-29,Completed,Online,C0005,P0002,S005,R05,2,0.0,164.73,329.46,48.08,281.38
O100541,2025-08-27,2025-08-29,Completed,Field Sales,C0008,P0014,S001,R05,10,0.0,738.5,7385.0,6421.7,963.3
O100542,2025-08-27,2025-08-29,Completed,Field Sales,C0018,P0005,S002,R03,3,0.1,487.84,1463.51,1414.02,49.49
O100543,2025-08-27,2025-08-29,Completed,Partner,C0002,P0005,S002,R02,3,0.05,514.94,1544.81,1414.02,130.79
O100544,2025-08-27,2025-08-28,Completed,Online,C0009,P0011,S002,R03,2,0.05,770.31,1540.62,1410.18,130.44
O100545,2025-08-27,2025-08-28,Completed,Online,C0009,P0007,S005,R03,1,0.15,77.04,77.04,78.81,-1.77
O100546,2025-08-27,2025-08-31,Completed,Online,C0012,P0006,S001,R06,5,0.0,1192.89,5964.45,1861.75,4102.7
O100547,2025-08-28,2025-09-01,Completed,Inside Sales,C0015,P0008,S004,R02,1,0.0,1301.51,1301.51,207.88,1093.63
O100548,2025-08-28,2025-08-28,Canceled,Field Sales,C0013,P0010,S004,R02,0,0.05,773.71,0.0,0.0,0.0
O100549,2025-08-28,2025-09-01,Completed,Online,C0020,P0006,S002,R02,1,0.0,1192.89,1192.89,372.35,820.54
O100550,2025-08-28,2025-08-31,Canceled,Online,C0004,P0010,S001,R04,0,0.1,732.99,0.0,0.0,0.0
O100551,2025-08-28,2025-08-30,Completed,Inside Sales,C0011,P0012,S001,R02,1,0.0,337.94,337.94,293.86,44.08
O100552,2025-08-28,2025-09-01,Completed,Inside Sales,C0013,P0012,S003,R02,4,0.0,337.94,1351.76,1175.44,176.32
O100553,2025-08-28,2025-08-28,Completed,Field Sales,C0002,P0002,S004,R02,10,0.0,164.73,1647.3,240.4,1406.9
O100554,2025-08-28,2025-09-01,Completed,Partner,C0004,P0001,S004,R04,2,0.0,914.39,1828.78,953.66,875.12
O100555,2025-08-28,2025-08-30,Completed,Partner,C0009,P0003,S004,R03,1,0.05,754.5,754.5,377.97,376.53
O100556,2025-08-28,2025-08-29,Completed,Field Sales,C0002,P0012,S005,R02,5,0.05,321.04,1605.22,1469.3,135.92
O100557,2025-08-28,2025-08-29,Completed,Inside Sales,C0008,P0005,S001,R05,5,0.15,460.73,2303.67,2356.7,-53.03
O100558,2025-08-28,2025-09-01,Completed,Field Sales,C0015,P0011,S003,R02,5,0.0,810.85,4054.25,3525.45,528.8
O100559,2025-08-28,2025-08-31,Completed,Field Sales,C0013,P0001,S001,R02,1,0.0,914.39,914.39,476.83,437.56
O100560,2025-08-28,2025-08-31,Completed,Partner,C0001,P0001,S005,R01,4,0.0,914.39,3657.56,1907.32,1750.24
O100561,2025-08-29,2025-08-31,Completed,Inside Sales,C0018,P0003,S003,R03,2,0.15,675.08,1350.16,755.94,594.22
O100562,2025-08-29,2025-09-01,Completed,Online,C0009,P0006,S005,R03,10,0.0,1192.89,11928.9,3723.5,8205.4
O100563,2025-08-29,2025-09-03,Completed,Online,C0019,P0003,S005,R02,10,0.05,754.5,7544.99,3779.7,3765.29
O100564,2025-08-29,2025-09-02,Completed,Partner,C0007,P0003,S003,R06,2,0.15,675.08,1350.16,755.94,594.22
O100565,2025-08-29,2025-08-30,Completed,Inside Sales,C0002,P0010,S003,R02,1,0.1,732.99,732.99,389.42,343.57
O100566,2025-08-29,2025-09-02,Completed,Partner,C0010,P0015,S003,R06,2,0.0,829.59,1659.18,1442.76,216.42
O100567,2025-08-29,2025-09-02,Completed,Partner,C0013,P0001,S002,R02,2,0.1,822.95,1645.9,953.66,692.24
O100568,2025-08-29,2025-09-03,Completed,Field Sales,C0012,P0004,S004,R06,1,0.0,739.3,739.3,642.87,96.43
O100569,2025-08-29,2025-08-31,Completed,Partner,C0020,P0006,S004,R02,3,0.05,1133.25,3399.74,1117.05,2282.69
O100570,2025-08-29,2025-08-29,Completed,Inside Sales,C0017,P0010,S005,R05,1,0.0,814.43,814.43,389.42,425.01
O100571,2025-08-29,2025-09-03,Completed,Field Sales,C0011,P0013,S001,R02,5,0.05,750.63,3753.16,3435.4,317.76
O100572,2025-08-29,2025-09-05,Completed,Inside Sales,C0015,P0011,S001,R02,3,0.0,810.85,2432.55,2115.27,317.28
O100573,2025-08-30,2025-09-01,Completed,Field Sales,C0002,P0003,S004,R02,1,0.0,794.21,794.21,377.97,416.24
O100574,2025-08-30,2025-08-31,Completed,Field Sales,C0014,P0012,S003,R01,10,0.1,304.15,3041.46,2938.6,102.86
O100575,2025-08-30,2025-09-01,Completed,Inside Sales,C0014,P0010,S004,R01,10,0.05,773.71,7737.08,3894.2,3842.88
O100576,2025-08-30,2025-08-30,Completed,Partner,C0020,P0004,S003,R02,2,0.05,702.33,1404.67,1285.74,118.93
O100577,2025-08-31,2025-09-07,Completed,Field Sales,C0003,P0002,S003,R03,5,0.0,164.73,823.65,120.2,703.45
O100578,2025-08-31,2025-08-31,Completed,Online,C0014,P0006,S004,R01,10,0.0,1192.89,11928.9,3723.5,8205.4
O100579,2025-08-31,2025-09-03,Completed,Partner,C0007,P0007,S003,R06,5,0.1,81.57,407.83,394.05,13.78
O100580,2025-08-31,2025-09-07,Completed,Field Sales,C0004,P0003,S002,R04,5,0.2,635.37,3176.84,1889.85,1286.99
O100581,2025-08-31,2025-09-01,Completed,Online,C0012,P0011,S005,R06,3,0.05,770.31,2310.92,2115.27,195.65
O100582,2025-09-01,2025-09-04,Completed,Online,C0014,P0007,S005,R01,1,0.2,72.5,72.5,78.81,-6.31
O100583,2025-09-01,2025-09-04,Completed,Partner,C0018,P0011,S002,R03,4,0.15,689.22,2756.89,2820.36,-63.47
O100584,2025-09-01,2025-09-05,Completed,Partner,C0017,P0003,S004,R05,1,0.2,635.37,635.37,377.97,257.4
O100585,2025-09-01,2025-09-05,Completed,Partner,C0020,P0009,S002,R02,2,0.0,1373.48,2746.96,867.18,1879.78
O100586,2025-09-01,2025-09-02,Completed,Field Sales,C0019,P0004,S004,R02,4,0.0,739.3,2957.2,2571.48,385.72
O100587,2025-09-01,2025-09-03,Completed,Online,C0009,P0007,S001,R03,5,0.0,90.63,453.15,394.05,59.1
O100588,2025-09-01,2025-09-06,Completed,Online,C0006,P0015,S002,R05,2,0.05,788.11,1576.22,1442.76,133.46
O100589,2025-09-01,2025-09-03,Completed,Field Sales,C0017,P0001,S002,R05,1,0.0,914.39,914.39,476.83,437.56
O100590,2025-09-01,2025-09-03,Completed,Inside Sales,C0013,P0007,S001,R02,2,0.0,90.63,181.26,157.62,23.64
O100591,2025-09-02,2025-09-03,Completed,Online,C0008,P0015,S002,R05,1,0.0,829.59,829.59,721.38,108.21
O100592,2025-09-02,2025-09-06,Completed,Field Sales,C0009,P0008,S004,R03,1,0.05,1236.43,1236.43,207.88,1028.55
O100593,2025-09-02,2025-09-04,Completed,Partner,C0019,P0011,S004,R02,2,0.0,810.85,1621.7,1410.18,211.52
O100594,2025-09-02,2025-09-07,Completed,Field Sales,C0013,P0006,S004,R02,1,0.15,1013.96,1013.96,372.35,641.61
O100595,2025-09-02,2025-09-03,Completed,Field Sales,C0019,P0006,S005,R02,2,0.15,1013.96,2027.91,744.7,1283.21
O100596,2025-09-02,2025-09-04,Completed,Inside Sales,C0017,P0012,S002,R05,3,0.0,337.94,1013.82,881.58,132.24
O100597,2025-09-02,2025-09-03,Canceled,Inside Sales,C0011,P0013,S005,R02,0,0.0,790.14,0.0,0.0,0.0
O100598,2025-09-02,2025-09-07,Completed,Field Sales,C0003,P0010,S001,R03,1,0.2,651.54,651.54,389.42,262.12
O100599,2025-09-02,2025-09-09,Completed,Field Sales,C0009,P0008,S004,R03,3,0.15,1106.28,3318.85,623.64,2695.21
O100600,2025-09-02,2025-09-03,Completed,Field Sales,C0013,P0006,S001,R02,1,0.05,1133.25,1133.25,372.35,760.9
O100601,2025-09-03,2025-09-07,Completed,Online,C0015,P0011,S003,R02,2,0.05,770.31,1540.62,1410.18,130.44
O100602,2025-09-03,2025-09-05,Completed,Field Sales,C0008,P0013,S005,R05,1,0.0,790.14,790.14,687.08,103.06
O100603,2025-09-03,2025-09-05,Completed,Partner,C0016,P0006,S005,R05,2,0.0,1192.89,2385.78,744.7,1641.08
O100604,2025-09-03,2025-09-04,Completed,Field Sales,C0002,P0011,S001,R02,4,0.2,648.68,2594.72,2820.36,-225.64
O100605,2025-09-03,2025-09-05,Completed,Partner,C0003,P0005,S001,R03,2,0.0,542.04,1084.08,942.68,141.4
O100606,2025-09-04,2025-09-09,Completed,Field Sales,C0011,P0001,S002,R02,1,0.0,914.39,914.39,476.83,437.56
O100607,2025-09-04,2025-09-11,Canceled,Partner,C0003,P0003,S002,R03,0,0.1,714.79,0.0,0.0,0.0
O100608,2025-09-04,2025-09-04,Completed,Field Sales,C0017,P0001,S001,R05,3,0.1,822.95,2468.85,1430.49,1038.36
O100609,2025-09-04,2025-09-05,Completed,Inside Sales,C0012,P0007,S003,R06,1,0.0,90.63,90.63,78.81,11.82
O100610,2025-09-04,2025-09-06,Completed,Partner,C0001,P0006,S004,R01,3,0.1,1073.6,3220.8,1117.05,2103.75
O100611,2025-09-04,2025-09-06,Completed,Inside Sales,C0006,P0003,S003,R05,3,0.05,754.5,2263.5,1133.91,1129.59
O100612,2025-09-04,2025-09-07,Completed,Online,C0004,P0007,S001,R04,1,0.05,86.1,86.1,78.81,7.29
O100613,2025-09-04,2025-09-09,Completed,Field Sales,C0017,P0007,S002,R05,1,0.05,86.1,86.1,78.81,7.29
O100614,2025-09-04,2025-09-09,Completed,Field Sales,C0017,P0009,S005,R05,3,0.15,1167.46,3502.37,1300.77,2201.6
O100615,2025-09-05,2025-09-06,Completed,Online,C0016,P0005,S002,R05,1,0.0,542.04,542.04,471.34,70.7
O100616,2025-09-05,2025-09-09,Completed,Field Sales,C0018,P0004,S005,R03,5,0.0,739.3,3696.5,3214.35,482.15
O100617,2025-09-05,2025-09-10,Completed,Partner,C0018,P0014,S004,R03,2,0.0,738.5,1477.0,1284.34,192.66
O100618,2025-09-05,2025-09-07,Completed,Partner,C0013,P0011,S001,R02,1,0.0,810.85,810.85,705.09,105.76
O100619,2025-09-05,2025-09-08,Completed,Inside Sales,C0001,P0004,S005,R01,2,0.05,702.33,1404.67,1285.74,118.93
O100620,2025-09-05,2025-09-07,Completed,Field Sales,C0010,P0012,S003,R06,1,0.15,287.25,287.25,293.86,-6.61
O100621,2025-09-05,2025-09-07,Completed,Partner,C0015,P0004,S001,R02,1,0.15,628.4,628.4,642.87,-14.47
O100622,2025-09-05,2025-09-12,Completed,Inside Sales,C0004,P0007,S004,R04,2,0.05,86.1,172.2,157.62,14.58
O100623,2025-09-06,2025-09-08,Completed,Inside Sales,C0003,P0012,S004,R03,1,0.0,337.94,337.94,293.86,44.08
O100624,2025-09-06,2025-09-06,Completed,Inside Sales,C0009,P0009,S002,R03,4,0.0,1373.48,5493.92,1734.36,3759.56
O100625,2025-09-06,2025-09-11,Completed,Online,C0001,P0005,S003,R01,1,0.1,487.84,487.84,471.34,16.5
O100626,2025-09-06,2025-09-07,Returned,Partner,C0012,P0003,S005,R06,1,0.0,794.21,-794.21,-377.97,-416.24
O100627,2025-09-06,2025-09-09,Completed,Field Sales,C0015,P0005,S003,R02,1,0.1,487.84,487.84,471.34,16.5
O100628,2025-09-06,2025-09-06,Completed,Online,C0011,P0006,S005,R02,5,0.0,1192.89,5964.45,1861.75,4102.7
O100629,2025-09-06,2025-09-07,Completed,Inside Sales,C0009,P0008,S002,R03,2,0.15,1106.28,2212.57,415.76,1796.81
O100630,2025-09-06,2025-09-10,Completed,Online,C0018,P0001,S001,R03,1,0.1,822.95,822.95,476.83,346.12
O100631,2025-09-06,2025-09-10,Completed,Inside Sales,C0019,P0004,S001,R02,5,0.15,628.4,3142.02,3214.35,-72.33
O100632,2025-09-07,2025-09-10,Completed,Field Sales,C0017,P0014,S005,R05,2,0.0,738.5,1477.0,1284.34,192.66
O100633,2025-09-07,2025-09-14,Completed,Online,C0014,P0003,S001,R01,1,0.0,794.21,794.21,377.97,416.24
O100634,2025-09-07,2025-09-10,Completed,Partner,C0004,P0008,S005,R04,3,0.0,1301.51,3904.53,623.64,3280.89
O100635,2025-09-07,2025-09-11,Completed,Online,C0009,P0005,S001,R03,2,0.0,542.04,1084.08,942.68,141.4
O100636,2025-09-07,2025-09-14,Completed,Field Sales,C0007,P0008,S003,R06,1,0.2,1041.21,1041.21,207.88,833.33
O100637,2025-09-07,2025-09-09,Completed,Online,C0020,P0006,S002,R02,10,0.0,1192.89,11928.9,3723.5,8205.4
O100638,2025-09-07,2025-09-11,Completed,Field Sales,C0017,P0009,S004,R05,2,0.15,1167.46,2334.92,867.18,1467.74
O100639,2025-09-07,2025-09-09,Completed,Online,C0013,P0008,S002,R02,4,0.05,1236.43,4945.74,831.52,4114.22
O100640,2025-09-08,2025-09-11,Completed,Field Sales,C0010,P0004,S005,R06,1,0.0,739.3,739.3,642.87,96.43
O100641,2025-09-08,2025-09-08,Completed,Online,C0010,P0012,S004,R06,4,0.0,337.94,1351.76,1175.44,176.32
O100642,2025-09-08,2025-09-08,Completed,Field Sales,C0007,P0011,S002,R06,1,0.0,810.85,810.85,705.09,105.76
O100643,2025-09-08,2025-09-13,Completed,Online,C0008,P0002,S002,R05,1,0.15,140.02,140.02,24.04,115.98
O100644,2025-09-08,2025-09-10,Completed,Online,C0019,P0003,S003,R02,3,0.05,754.5,2263.5,1133.91,1129.59
O100645,2025-09-08,2025-09-15,Completed,Inside Sales,C0019,P0008,S004,R02,2,0.0,1301.51,2603.02,415.76,2187.26
O100646,2025-09-09,2025-09-16,Completed,Online,C0003,P0005,S002,R03,10,0.1,487.84,4878.36,4713.4,164.96
O100647,2025-09-09,2025-09-11,Completed,Partner,C0005,P0010,S002,R05,2,0.05,773.71,1547.42,778.84,768.58
O100648,2025-09-09,2025-09-10,Completed,Inside Sales,C0003,P0003,S001,R03,4,0.0,794.21,3176.84,1511.88,1664.96
O100649,2025-09-09,2025-09-11,Completed,Inside Sales,C0017,P0015,S005,R05,1,0.0,829.59,829.59,721.38,108.21
